#,Name,Japanese_Name,Type 1,Type 2,Total,HP,Attack,Speed,Defense,Happiness,Sp. Atk,Sp. Def,Legendary,Generation,Classfication,Capture_Rate,Egg_Steps,Experience_Growth,Height_M,Weight_Kg,Percentage_Male,Abilities
557,Dwebble,Ishizumaiイシズマイ,Bug,Rock,325,50,65,55,85,70,35,35,FALSE,5,Rock Inn Pokémon,190,5120,1000000,0.3,14.5,50,"['Sturdy', 'Shell Armor', 'Weak Armor']"
558,Crustle,Iwapalaceイワパレス,Bug,Rock,475,70,95,45,125,70,65,75,FALSE,5,Stone Home Pokémon,75,5120,1000000,1.4,200,50,"['Sturdy', 'Shell Armor', 'Weak Armor']"
559,Scraggy,Zurugguズルッグ,Dark,Fighting,348,50,75,48,70,35,35,70,FALSE,5,Shedding Pokémon,180,3840,1000000,0.6,11.8,50,"['Shed Skin', 'Moxie', 'Intimidate']"
560,Scrafty,Zuruzukinズルズキン,Dark,Fighting,488,65,90,58,115,70,45,115,FALSE,5,Hoodlum Pokémon,90,3840,1000000,1.1,30,50,"['Shed Skin', 'Moxie', 'Intimidate']"
561,Sigilyph,Symbolerシンボラー,Psychic,Flying,490,72,58,97,80,70,103,80,FALSE,5,Avianoid Pokémon,45,5120,1000000,1.4,14,50,"['Wonder Skin ', 'Magic Guard', 'Tinted Lens']"
562,Yamask,Desumasuデスマス,Ghost,,303,38,30,30,85,70,55,65,FALSE,5,Spirit Pokémon,190,6400,1000000,0.5,1.5,50,['Mummy']
563,Cofagrigus,Desukarnデスカーン,Ghost,,483,58,50,30,145,70,95,105,FALSE,5,Coffin Pokémon,90,6400,1000000,1.7,76.5,50,['Mummy']
564,Tirtouga,Protogaプロトーガ,Water,Rock,355,54,78,22,103,70,53,45,FALSE,5,Prototurtle Pokémon,45,7680,1000000,0.7,16.5,88.1,"['Solid Rock', 'Sturdy', 'Swift Swim']"
565,Carracosta,Abagouraアバゴーラ,Water,Rock,495,74,108,32,133,70,83,65,FALSE,5,Prototurtle Pokémon,45,7680,1000000,1.2,81,88.1,"['Solid Rock', 'Sturdy', 'Swift Swim']"
566,Archen,Archenアーケン,Rock,Flying,401,55,112,70,45,70,74,45,FALSE,5,First Bird Pokémon,45,7680,1000000,0.5,9.5,88.1,['Defeatist']
567,Archeops,Archeosアーケオス,Rock,Flying,567,75,140,110,65,70,112,65,FALSE,5,First Bird Pokémon,45,7680,1000000,1.4,32,88.1,['Defeatist']
568,Trubbish,Yabukuronヤブクロン,Poison,,329,50,50,65,62,70,40,62,FALSE,5,Trash Bag Pokémon,190,5120,1000000,0.6,31,50,"['Stench', 'Sticky Hold', 'Aftermath']"
569,Garbodor,Dustdasダストダス,Poison,,474,80,95,75,82,70,60,82,FALSE,5,Trash Heap Pokémon,60,5120,1000000,1.9,107.3,50,"['Stench', 'Weak Armor', 'Aftermath']"
570,Zorua,Zoruaゾロア,Dark,,330,40,65,65,40,70,80,40,FALSE,5,Tricky Fox Pokémon,75,6400,1059860,0.7,12.5,88.1,['Illusion']
571,Zoroark,Zoroarkゾロアーク,Dark,,510,60,105,105,60,70,120,60,FALSE,5,Illusion Fox Pokémon,45,5120,1059860,1.6,81.1,88.1,['Illusion']
572,Minccino,Chillarmyチラーミィ,Normal,,300,55,50,75,40,70,40,40,FALSE,5,Chinchilla Pokémon,255,3840,800000,0.4,5.8,24.6,"['Cute Charm', 'Technician', 'Skill Link']"
573,Cinccino,Chillaccinoチラチーノ,Normal,,470,75,95,115,60,70,65,60,FALSE,5,Scarf Pokémon,60,3840,800000,0.5,7.5,24.6,"['Cute Charm', 'Technician', 'Skill Link']"
574,Gothita,Gothimuゴチム,Psychic,,290,45,30,45,50,70,55,65,FALSE,5,Fixation Pokémon,200,5120,1059860,0.4,5.8,24.6,"['Frisk', 'Competitive', 'Shadow Tag']"
575,Gothorita,Gothimiruゴチミル,Psychic,,390,60,45,55,70,70,75,85,FALSE,5,Manipulate Pokémon,100,5120,1059860,0.7,18,24.6,"['Frisk', 'Competitive', 'Shadow Tag']"
576,Gothitelle,Gothiruselleゴチルゼル,Psychic,,490,70,55,65,95,70,95,110,FALSE,5,Astral Body Pokémon,50,5120,1059860,1.5,44,24.6,"['Frisk', 'Competitive', 'Shadow Tag']"
577,Solosis,Uniranユニラン,Psychic,,290,45,30,20,40,70,105,50,FALSE,5,Cell Pokémon,200,5120,1059860,0.3,1,50,"['Overcoat', 'Magic Guard', 'Regenerator']"
578,Duosion,Doublanダブラン,Psychic,,370,65,40,30,50,70,125,60,FALSE,5,Mitosis Pokémon,100,5120,1059860,0.6,8,50,"['Overcoat', 'Magic Guard', 'Regenerator']"
579,Reuniclus,Lanculusランクルス,Psychic,,490,110,65,30,75,70,125,85,FALSE,5,Multiplying Pokémon,50,5120,1059860,1,20.1,50,"['Overcoat', 'Magic Guard', 'Regenerator']"
580,Ducklett,Koaruhieコアルヒー,Water,Flying,305,62,44,55,50,70,44,50,FALSE,5,Water Bird Pokémon,190,5120,1000000,0.5,5.5,50,"['Keen Eye', 'Big Pecks', 'Hydration']"
581,Swanna,Swannaスワンナ,Water,Flying,473,75,87,98,63,70,87,63,FALSE,5,White Bird Pokémon,45,5120,1000000,1.3,24.2,50,"['Keen Eye', 'Big Pecks', 'Hydration']"
582,Vanillite,Vanipetiバニプッチ,Ice,,305,36,50,44,50,70,65,60,FALSE,5,Fresh Snow Pokémon,255,5120,1250000,0.4,5.7,50,"['Ice Body', 'Snow Cloak', 'Weak Armor']"
583,Vanillish,Vanirichバニリッチ,Ice,,395,51,65,59,65,70,80,75,FALSE,5,Icy Snow Pokémon,120,5120,1250000,1.1,41,50,"['Ice Body', 'Snow Cloak', 'Weak Armor']"
584,Vanilluxe,Baivanillaバイバニラ,Ice,,535,71,95,79,85,70,110,95,FALSE,5,Snowstorm Pokémon,45,5120,1250000,1.3,57.5,50,"['Ice Body', 'Snow Warning', 'Weak Armor']"
585,Deerling,Shikijikaシキジカ,Normal,Grass,335,60,60,75,50,70,40,50,FALSE,5,Season Pokémon,190,5120,1000000,0.6,19.5,50,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']"
586,Sawsbuck,Mebukijikaメブキジカ,Normal,Grass,475,80,100,95,70,70,60,70,FALSE,5,Season Pokémon,75,5120,1000000,1.9,92.5,50,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']"
587,Emolga,Emongaエモンガ,Electric,Flying,428,55,75,103,60,70,75,60,FALSE,5,Sky Squirrel Pokémon,200,5120,1000000,0.4,5,50,"['Static', 'Motor Drive']"
588,Karrablast,Kaburumoカブルモ,Bug,,315,50,75,60,45,70,40,45,FALSE,5,Clamping Pokémon,200,3840,1000000,0.5,5.9,50,"['Swarm', 'Shed Skin', 'No Guard']"
589,Escavalier,Chevargoシュバルゴ,Bug,Steel,495,70,135,20,105,70,60,105,FALSE,5,Cavalry Pokémon,75,3840,1000000,1,33,50,"['Swarm', 'Shell Armor', 'Overcoat']"
590,Foongus,Tamagetakeタマゲタケ,Grass,Poison,294,69,55,15,45,70,55,55,FALSE,5,Mushroom Pokémon,190,5120,1000000,0.2,1,50,"['Effect Spore', 'Regenerator']"
591,Amoonguss,Morobareruモロバレル,Grass,Poison,464,114,85,30,70,70,85,80,FALSE,5,Mushroom Pokémon,75,5120,1000000,0.6,10.5,50,"['Effect Spore', 'Regenerator']"
592,Frillish,Pururillプルリル,Water,Ghost,335,55,40,40,50,70,65,85,FALSE,5,Floating Pokémon,190,5120,1000000,1.2,33,50,"['Water Absorb', 'Cursed Body', 'Damp']"
593,Jellicent,Burungelブルンゲル,Water,Ghost,480,100,60,60,70,70,85,105,FALSE,5,Floating Pokémon,60,5120,1000000,2.2,135,50,"['Water Absorb', 'Cursed Body', 'Damp']"
594,Alomomola,Mamanbouママンボウ,Water,,470,165,75,65,80,70,40,45,FALSE,5,Caring Pokémon,75,10240,800000,1.2,31.6,50,"['Healer', 'Hydration', 'Regenerator']"
595,Joltik,Bachuruバチュル,Bug,Electric,319,50,47,65,50,70,57,50,FALSE,5,Attaching Pokémon,190,5120,1000000,0.1,0.6,50,"['Compoundeyes', 'Unnerve', 'Swarm']"
596,Galvantula,Dentulaデンチュラ,Bug,Electric,472,70,77,108,60,70,97,60,FALSE,5,EleSpider Pokémon,75,5120,1000000,0.8,14.3,50,"['Compoundeyes', 'Unnerve', 'Swarm']"
597,Ferroseed,Tesseedテッシード,Grass,Steel,305,44,50,10,91,70,24,86,FALSE,5,Thorn Seed Pokémon,255,5120,1000000,0.6,18.8,50,['Iron Barbs']
598,Ferrothorn,Nutreyナットレイ,Grass,Steel,489,74,94,20,131,70,54,116,FALSE,5,Thorn Pod Pokémon,90,5120,1000000,1,110,50,"['Iron Barbs', 'Anticipation']"
599,Klink,Giaruギアル,Steel,,300,40,55,30,70,70,45,60,FALSE,5,Gear Pokémon,130,5120,1059860,0.3,21,,"['Plus', 'Minus', 'Clear Body']"
600,Klang,Gigiaruギギアル,Steel,,440,60,80,50,95,70,70,85,FALSE,5,Gear Pokémon,60,5120,1059860,0.6,51,,"['Plus', 'Minus', 'Clear Body']"
601,Klinklang,Gigigiaruギギギアル,Steel,,520,60,100,90,115,70,70,85,FALSE,5,Gear Pokémon,30,5120,1059860,0.6,81,,"['Plus', 'Minus', 'Clear Body']"
602,Tynamo,Shibishirasuシビシラス,Electric,,275,35,55,60,40,70,45,40,FALSE,5,EleFish Pokémon,190,5120,1250000,0.2,0.3,50,['Levitate']
603,Eelektrik,Shibibeelシビビール,Electric,,405,65,85,40,70,70,75,70,FALSE,5,EleFish Pokémon,60,5120,1250000,1.2,22,50,['Levitate']
604,Eelektross,Shibirudonシビルドン,Electric,,515,85,115,50,80,70,105,80,FALSE,5,EleFish Pokémon,30,5120,1250000,2.1,80.5,50,['Levitate']
605,Elgyem,Ligrayリグレー,Psychic,,335,55,55,30,55,70,85,55,FALSE,5,Cerebral Pokémon,255,5120,1000000,0.5,9,50,"['Telepathy', 'Synchronize', 'Analytic']"
606,Beheeyem,Ohbemオーベム,Psychic,,485,75,75,40,75,70,125,95,FALSE,5,Cerebral Pokémon,90,5120,1000000,1,34.5,50,"['Telepathy', 'Synchronize', 'Analytic']"
607,Litwick,Hitomoshiヒトモシ,Ghost,Fire,275,50,30,20,55,70,65,55,FALSE,5,Candle Pokémon,190,5120,1059860,0.3,3.1,50,"['Flash Fire', 'Flame Body', 'Infiltrator']"
608,Lampent,Lamplerランプラー,Ghost,Fire,370,60,40,55,60,70,95,60,FALSE,5,Lamp Pokémon,90,5120,1059860,0.6,13,50,"['Flash Fire', 'Flame Body', 'Infiltrator']"
609,Chandelure,Chandelaシャンデラ,Ghost,Fire,520,60,55,80,90,70,145,90,FALSE,5,Luring Pokémon,45,5120,1059860,1,34.3,50,"['Flash Fire', 'Flame Body', 'Infiltrator']"
610,Axew,Kibagoキバゴ,Dragon,,320,46,87,57,60,35,30,40,FALSE,5,Tusk Pokémon,75,10240,1250000,0.6,18,50,"['Rivalry', 'Mold Breaker', 'Unnerve']"
611,Fraxure,Onondoオノンド,Dragon,,410,66,117,67,70,35,40,50,FALSE,5,Axe Jaw Pokémon,60,10240,1250000,1,36,50,"['Rivalry', 'Mold Breaker', 'Unnerve']"
612,Haxorus,Ononokusオノノクス,Dragon,,540,76,147,97,90,35,60,70,FALSE,5,Axe Jaw Pokémon,45,10240,1250000,1.8,105.5,50,"['Rivalry', 'Mold Breaker', 'Unnerve']"
613,Cubchoo,Kumasyunクマシュン,Ice,,305,55,70,40,40,70,60,40,FALSE,5,Chill Pokémon,120,5120,1000000,0.5,8.5,50,"['Snow Cloak', 'Slush Rush', 'Rattled']"
614,Beartic,Tunbearツンベアー,Ice,,485,95,110,50,80,70,70,80,FALSE,5,Freezing Pokémon,60,5120,1000000,2.6,260,50,"['Snow Cloak', 'Slush Rush', 'Swift Swim']"
615,Cryogonal,Freegeoフリージオ,Ice,,485,70,50,105,30,70,95,135,FALSE,5,Crystallizing Pokémon,25,6400,1000000,1.1,148,,['Levitate']
616,Shelmet,Chobomakiチョボマキ,Bug,,305,50,40,25,85,70,40,65,FALSE,5,Snail Pokémon,200,3840,1000000,0.4,7.7,50,"['Hydration', 'Shell Armor', 'Overcoat']"
617,Accelgor,Agilderアギルダー,Bug,,495,80,70,145,40,70,100,60,FALSE,5,Shell Out Pokémon,75,3840,1000000,0.8,25.3,50,"['Hydration', 'Sticky Hold', 'Unburden']"
618,Stunfisk,Maggyoマッギョ,Ground,Electric,471,109,66,32,84,70,81,99,FALSE,5,Trap Pokémon,75,5120,1000000,0.7,11,50,"['Static', 'Limber', 'Sand Veil']"
619,Mienfoo,Kojofuコジョフー,Fighting,,350,45,85,65,50,70,55,50,FALSE,5,Martial Arts Pokémon,180,6400,1059860,0.9,20,50,"['Inner Focus', 'Regenerator', 'Reckless']"
620,Mienshao,Kojondoコジョンド,Fighting,,510,65,125,105,60,70,95,60,FALSE,5,Martial Arts Pokémon,45,6400,1059860,1.4,35.5,50,"['Inner Focus', 'Regenerator', 'Reckless']"
621,Druddigon,Crimganクリムガン,Dragon,,485,77,120,48,90,70,60,90,FALSE,5,Cave Pokémon,45,7680,1000000,1.6,139,50,"['Rough Skin', 'Sheer Force', 'Mold Breaker']"
622,Golett,Gobitゴビット,Ground,Ghost,303,59,74,35,50,70,35,50,FALSE,5,Automaton Pokémon,190,6400,1000000,1,92,,"['Iron Fist', 'Klutz', 'No Guard']"
623,Golurk,Goloogゴルーグ,Ground,Ghost,483,89,124,55,80,70,55,80,FALSE,5,Automaton Pokémon,90,6400,1000000,2.8,330,,"['Iron Fist', 'Klutz', 'No Guard']"
624,Pawniard,Komatanaコマタナ,Dark,Steel,340,45,85,60,70,35,40,40,FALSE,5,Sharp Blade Pokémon,120,5120,1000000,0.5,10.2,50,"['Defiant', 'Inner Focus', 'Pressure']"
625,Bisharp,Kirikizanキリキザン,Dark,Steel,490,65,125,70,100,35,60,70,FALSE,5,Sword Blade Pokémon,45,5120,1000000,1.6,70,50,"['Defiant', 'Inner Focus', 'Pressure']"
626,Bouffalant,Buffronバッフロン,Normal,,490,95,110,55,95,70,40,95,FALSE,5,Bash Buffalo Pokémon,45,5120,1000000,1.6,94.6,50,"['Reckless', 'Sap Sipper', 'Soundproof']"
627,Rufflet,Washibonワシボン,Normal,Flying,350,70,83,60,50,70,37,50,FALSE,5,Eaglet Pokémon,190,5120,1250000,0.5,10.5,100,"['Keen Eye', 'Sheer Force', 'Hustle']"
628,Braviary,Warrgleウォーグル,Normal,Flying,510,100,123,80,75,70,57,75,FALSE,5,Valiant Pokémon,60,5120,1250000,1.5,41,100,"['Keen Eye', 'Sheer Force', 'Defiant']"
629,Vullaby,Valchaiバルチャイ,Dark,Flying,370,70,55,60,75,35,45,65,FALSE,5,Diapered Pokémon,190,5120,1250000,0.5,9,0,"['Big Pecks', 'Overcoat', 'Weak Armor']"
630,Mandibuzz,Vulginaバルジーナ,Dark,Flying,510,110,65,80,105,35,55,95,FALSE,5,Bone Vulture Pokémon,60,5120,1250000,1.2,39.5,0,"['Big Pecks', 'Overcoat', 'Weak Armor']"
631,Heatmor,Kuitaranクイタラン,Fire,,484,85,97,65,66,70,105,66,FALSE,5,Anteater Pokémon,90,5120,1000000,1.4,58,50,"['Gluttony', 'Flash Fire', 'White Smoke']"
632,Durant,Aiantアイアント,Bug,Steel,484,58,109,109,112,70,48,48,FALSE,5,Iron Ant Pokémon,90,5120,1000000,0.3,33,50,"['Swarm', 'Hustle', 'Truant']"
633,Deino,Monozuモノズ,Dark,Dragon,300,52,65,38,50,35,45,50,FALSE,5,Irate Pokémon,45,10240,1250000,0.8,17.3,50,['Hustle']
634,Zweilous,Diheadジヘッド,Dark,Dragon,420,72,85,58,70,35,65,70,FALSE,5,Hostile Pokémon,45,10240,1250000,1.4,50,50,['Hustle']
635,Hydreigon,Sazandoraサザンドラ,Dark,Dragon,600,92,105,98,90,35,125,90,FALSE,5,Brutal Pokémon,45,10240,1250000,1.8,160,50,['Levitate']
636,Larvesta,Merlarvaメラルバ,Bug,Fire,360,55,85,60,55,70,50,55,FALSE,5,Torch Pokémon,45,10240,1250000,1.1,28.8,50,"['Flame Body', 'Swarm']"
637,Volcarona,Ulgamothウルガモス,Bug,Fire,550,85,60,100,65,70,135,105,FALSE,5,Sun Pokémon,15,10240,1250000,1.6,46,50,"['Flame Body', 'Swarm']"
638,Cobalion,Cobalonコバルオン,Steel,Fighting,580,91,90,108,129,35,90,72,TRUE,5,Iron Will Pokémon,3,20480,1250000,2.1,250,,['Justified']
639,Terrakion,Terrakionテラキオン,Rock,Fighting,580,91,129,108,90,35,72,90,TRUE,5,Cavern Pokémon,3,20480,1250000,1.9,260,,['Justified']
640,Virizion,Virizionビリジオン,Grass,Fighting,580,91,90,108,72,35,90,129,TRUE,5,Grassland Pokémon,3,20480,1250000,2,200,,['Justified']
641,TornadusIncarnate Forme,Tornelos (keshin Forme)トルネロス,Flying,,580,79,115,111,70,90,125,80,TRUE,5,Cyclone Pokémon,3,30720,1250000,1.5,63,100,"['Prankster', 'Defiant', 'Regenerator']"
642,ThundurusIncarnate Forme,Voltolos (keshin Forme)ボルトロス,Electric,Flying,580,79,115,111,70,90,125,80,TRUE,5,Bolt Strike Pokémon,3,30720,1250000,1.5,61,100,"['Prankster', 'Defiant', 'Volt Absorb']"
643,Reshiram,Reshiramレシラム,Dragon,Fire,680,100,120,90,100,0,150,120,TRUE,5,Vast White Pokémon,3,30720,1250000,3.2,330,,['Turboblaze']
644,Zekrom,Zekromゼクロム,Dragon,Electric,680,100,150,90,120,0,120,100,TRUE,5,Deep Black Pokémon,3,30720,1250000,2.9,345,,['Teravolt']
645,LandorusIncarnate Forme,Landlos (keshin Forme)ランドロス,Ground,Flying,600,89,125,101,90,90,115,80,TRUE,5,Abundance Pokémon,3,30720,1250000,1.5,68,100,"['Sand Force', 'Sheer Force', 'Intimidate']"
646,Kyurem,Kyuremキュレム,Dragon,Ice,660,125,130,95,90,0,130,90,TRUE,5,Boundary Pokémon,3,30720,1250000,3,325,,"['Pressure', 'Teravolt', 'Turboblaze']"
647,KeldeoOrdinary Forme,Keldeo (itsumo No Sugata)ケルディオ,Water,Fighting,580,91,72,108,90,35,129,90,FALSE,5,Colt Pokémon,3,20480,1250000,1.4,48.5,,['Justified']
648,MeloettaAria Forme,Meloetta (step Forme)メロエッタ,Normal,Psychic,600,100,77,90,77,100,128,128,FALSE,5,Melody Pokémon,3,30720,1250000,0.6,6.5,,['Serene Grace']
649,Genesect,Genesectゲノセクト,Bug,Steel,600,71,120,99,95,0,120,95,FALSE,5,Paleozoic Pokémon,3,30720,1250000,1.5,82.5,,['Download']
650,Chespin,Harimaronハリマロン,Grass,,313,56,61,38,65,70,48,45,FALSE,6,Spiky Nut Pokémon,45,5120,1059860,0.4,9,88.1,"['Overgrow', 'Bulletproof']"
651,Quilladin,Hariborgハリボーグ,Grass,,405,61,78,57,95,70,56,58,FALSE,6,Spiny Armor Pokémon,45,5120,1059860,0.7,29,88.1,"['Overgrow', 'Bulletproof']"
652,Chesnaught,Brigarronブリガロン,Grass,Fighting,530,88,107,64,122,70,74,75,FALSE,6,Spiny Armor Pokémon,45,5120,1059860,1.6,90,88.1,"['Overgrow', 'Bulletproof']"
653,Fennekin,Fokkoフォッコ,Fire,,307,40,45,60,40,70,62,60,FALSE,6,Fox Pokémon,45,5120,1059860,0.4,9.4,88.1,"['Blaze', 'Magician']"
654,Braixen,Tairenarテールナー,Fire,,409,59,59,73,58,70,90,70,FALSE,6,Fox Pokémon,45,5120,1059860,1,14.5,88.1,"['Blaze', 'Magician']"
655,Delphox,Mahoxyマフォクシー,Fire,Psychic,534,75,69,104,72,70,114,100,FALSE,6,Fox Pokémon,45,5120,1059860,1.5,39,88.1,"['Blaze', 'Magician']"
656,Froakie,Keromatsuケロマツ,Water,,314,41,56,71,40,70,62,44,FALSE,6,Bubble Frog Pokémon,45,5120,1059860,0.3,7,88.1,"['Torrent', 'Protean']"
657,Frogadier,Gekogashiraゲコガシラ,Water,,405,54,63,97,52,70,83,56,FALSE,6,Bubble Frog Pokémon,45,5120,1059860,0.6,10.9,88.1,"['Torrent', 'Protean']"
658,Greninja,Gekkougaゲッコウガ,Water,Dark,530,72,95,122,67,70,103,71,FALSE,6,Ninja Pokémon,45,5120,1059860,1.5,40,88.1,"['Torrent', 'Protean', 'Battle Bond']"
659,Bunnelby,Horubeeホルビー,Normal,,237,38,36,57,38,70,32,36,FALSE,6,Digging Pokémon,255,3840,1000000,0.4,5,50,"['Pickup', 'Cheek Pouch', 'Huge Power']"
660,Diggersby,Horudoホルード,Normal,Ground,423,85,56,78,77,70,50,77,FALSE,6,Digging Pokémon,127,3840,1000000,1,42.4,50,"['Pickup', 'Cheek Pouch', 'Huge Power']"
661,Fletchling,Yayakomaヤヤコマ,Normal,Flying,278,45,50,62,43,70,40,38,FALSE,6,Tiny Robin Pokémon,255,3840,1059860,0.3,1.7,50,"['Big Pecks', 'Gale Wings']"
662,Fletchinder,Hinoyakomaヒノヤコマ,Fire,Flying,382,62,73,84,55,70,56,52,FALSE,6,Ember Pokémon,120,3840,1059860,0.7,16,50,"['Flame Body', 'Gale Wings']"
663,Talonflame,Fiarrowファイアロー,Fire,Flying,499,78,81,126,71,70,74,69,FALSE,6,Scorching Pokémon,45,3840,1059860,1.2,24.5,50,"['Flame Body', 'Gale Wings']"
664,Scatterbug,Kofukimushiコフキムシ,Bug,,200,38,35,35,40,70,27,25,FALSE,6,Scatterdust Pokémon,255,3840,1000000,0.3,2.5,50,"['Shield Dust', 'Compoundeyes', 'Friend Guard']"
665,Spewpa,Kofuuraiコフーライ,Bug,,213,45,22,29,60,70,27,30,FALSE,6,Scatterdust Pokémon,120,3840,1000000,0.3,8.4,50,"['Shed Skin', 'Friend Guard']"
666,Vivillon,Viviyonビビヨン,Bug,Flying,411,80,52,89,50,70,90,50,FALSE,6,Scale Pokémon,45,3840,1000000,1.2,17,50,"['Shield Dust', 'Compoundeyes', 'Friend Guard']"
667,Litleo,Shishikoシシコ,Fire,Normal,369,62,50,72,58,70,73,54,FALSE,6,Lion Cub Pokémon,220,5120,1059860,0.6,13.5,11.2,"['Rivalry', 'Unnerve', 'Moxie']"
668,Pyroar,Kaenjishiカエンジシ,Fire,Normal,507,86,68,106,72,70,109,66,FALSE,6,Royal Pokémon,65,5120,1059860,1.5,81.5,11.2,"['Rivalry', 'Unnerve', 'Moxie']"
669,Flabébé,Flabebeフラベベ,Fairy,,303,44,38,42,39,70,61,79,FALSE,6,Single Bloom Pokémon,225,5120,1000000,0.1,0.1,0,"['Flower Veil', 'Symbiosis']"
670,Floette,Floetteフラエッテ,Fairy,,371,54,45,52,47,70,75,98,FALSE,6,Fairy Pokémon,120,5120,1000000,0.2,0.9,0,"['Flower Veil', 'Symbiosis']"
671,Florges,Florgesフラージェス,Fairy,,552,78,65,75,68,70,112,154,FALSE,6,Garden Pokémon,45,5120,1000000,1.1,10,0,"['Flower Veil', 'Symbiosis']"
672,Skiddo,Meecleメェークル,Grass,,350,66,65,52,48,70,62,57,FALSE,6,Mount Pokémon,200,5120,1000000,0.9,31,50,"['Sap Sipper', 'Grass Pelt']"
673,Gogoat,Gogoatゴーゴート,Grass,,531,123,100,68,62,70,97,81,FALSE,6,Mount Pokémon,45,5120,1000000,1.7,91,50,"['Sap Sipper', 'Grass Pelt']"
674,Pancham,Yanchamヤンチャム,Fighting,,348,67,82,43,62,70,46,48,FALSE,6,Playful Pokémon,220,6400,1000000,0.6,8,50,"['Iron Fist', 'Mold Breaker', 'Scrappy']"
675,Pangoro,Gorondaゴロンダ,Fighting,Dark,495,95,124,58,78,70,69,71,FALSE,6,Daunting Pokémon,65,6400,1000000,2.1,136,50,"['Iron Fist', 'Mold Breaker', 'Scrappy']"
676,Furfrou,Trimmienトリミアン,Normal,,472,75,80,102,60,70,65,90,FALSE,6,Poodle Pokémon,160,5120,1000000,1.2,28,50,['Fur Coat']
677,Espurr,Nyasperニャスパー,Psychic,,355,62,48,68,54,70,63,60,FALSE,6,Restraint Pokémon,190,5120,1000000,0.3,3.5,50,"['Keen Eye', 'Infiltrator', 'Own Tempo']"
678,MeowsticMale,Nyaonixニャオニクス,Psychic,,466,74,48,104,76,70,83,81,FALSE,6,Constraint Pokémon,75,5120,1000000,0.6,8.5,50,"['Keen Eye', 'Infiltrator', 'Prankster', 'Competitive']"
679,Honedge,Hitotsukiヒトツキ,Steel,Ghost,325,45,80,28,100,70,35,37,FALSE,6,Sword Pokémon,180,5120,1000000,0.8,2,50,['No Guard']
680,Doublade,Nidangillニダンギル,Steel,Ghost,448,59,110,35,150,70,45,49,FALSE,6,Sword Pokémon,90,5120,1000000,0.8,4.5,50,['No Guard']
681,AegislashBlade Forme,Gillgardギルガルド,Steel,Ghost,520,60,150,60,50,70,150,50,FALSE,6,Royal Sword Pokémon,45,5120,1000000,1.7,53,50,['Stance Change']
682,Spritzee,Shushupuシュシュプ,Fairy,,341,78,52,23,60,70,63,65,FALSE,6,Perfume Pokémon,200,5120,1000000,0.2,0.5,50,"['Healer', 'Aroma Veil']"
683,Aromatisse,Frefuwanフレフワン,Fairy,,462,101,72,29,72,70,99,89,FALSE,6,Fragrance Pokémon,140,5120,1000000,0.8,15.5,50,"['Healer', 'Aroma Veil']"
684,Swirlix,Peroppafuペロッパフ,Fairy,,341,62,48,49,66,70,59,57,FALSE,6,Cotton Candy Pokémon,200,5120,1000000,0.4,3.5,50,"['Sweet Veil', 'Unburden']"
685,Slurpuff,Peroreamペロリーム,Fairy,,480,82,80,72,86,70,85,75,FALSE,6,Meringue Pokémon,140,5120,1000000,0.8,5,50,"['Sweet Veil', 'Unburden']"
686,Inkay,Maaiikaマーイーカ,Dark,Psychic,288,53,54,45,53,70,37,46,FALSE,6,Revolving Pokémon,190,5120,1000000,0.4,3.5,50,"['Contrary', 'Suction Cups', 'Infiltrator']"
687,Malamar,Calamaneroカラマネロ,Dark,Psychic,482,86,92,73,88,70,68,75,FALSE,6,Overturning Pokémon,80,5120,1000000,1.5,47,50,"['Contrary', 'Suction Cups', 'Infiltrator']"
688,Binacle,Kameteteカメテテ,Rock,Water,306,42,52,50,67,70,39,56,FALSE,6,Two-Handed Pokémon,120,5120,1000000,0.5,31,50,"['Tough Claws', 'Sniper', 'Pickpocket']"
689,Barbaracle,Gamenodesガメノデス,Rock,Water,500,72,105,68,115,70,54,86,FALSE,6,Collective Pokémon,45,5120,1000000,1.3,96,50,"['Tough Claws', 'Sniper', 'Pickpocket']"
690,Skrelp,Kuzumoクズモー,Poison,Water,320,50,60,30,60,70,60,60,FALSE,6,Mock Kelp Pokémon,225,5120,1000000,0.5,7.3,50,"['Poison Point', 'Poison Touch', 'Adaptability']"
691,Dragalge,Dramidoroドラミドロ,Poison,Dragon,494,65,75,44,90,70,97,123,FALSE,6,Mock Kelp Pokémon,55,5120,1000000,1.8,81.5,50,"['Poison Point', 'Poison Touch', 'Adaptability']"
692,Clauncher,Udeppouウデッポウ,Water,,330,50,53,44,62,70,58,63,FALSE,6,Water Gun Pokémon,225,3840,1250000,0.5,8.3,50,['Mega Launcher']
693,Clawitzer,Blosterブロスター,Water,,500,71,73,59,88,70,120,89,FALSE,6,Howitzer Pokémon,55,3840,1250000,1.3,35.3,50,['Mega Launcher']
694,Helioptile,Erikiteruエリキテル,Electric,Normal,289,44,38,70,33,70,61,43,FALSE,6,Generator Pokémon,190,5120,1000000,0.5,6,50,"['Dry Skin', 'Sand Veil', 'Solar Power']"
695,Heliolisk,Elezardエレザード,Electric,Normal,481,62,55,109,52,70,109,94,FALSE,6,Generator Pokémon,75,5120,1000000,1,21,50,"['Dry Skin', 'Sand Veil', 'Solar Power']"
